Material Index,Materials Difficulty,Questions Numbers,Topics
2377,0.6200000000000003,1,0
2378,1.6400000000000003,2,0
2379,0.6300000000000003,1,4
2380,4.6000000000000005,4,0
2381,0.6400000000000003,1,4
2382,0.6500000000000004,1,3
2383,3.47,3,1
2384,0.6600000000000004,1,0
2385,5.61,4,0
2386,0.6700000000000004,1,0
2387,6.4,4,0
2388,3.4800000000000004,3,0
2389,0.6800000000000004,1,4
2390,1.6500000000000004,2,1
2391,0.6900000000000004,1,4
2392,0.0,1,4
2393,0.01,1,4
2394,2.2,3,0
2395,1.6600000000000004,2,2
2396,2.21,3,0
2397,0.02,1,0
2398,0.03,1,4
2399,0.04,1,0
2400,0.05,1,0
2401,2.22,3,4
2402,5.62,4,4
2403,0.06,1,4
2404,3.49,3,3
2405,0.07,1,0
2406,4.61,4,3
2407,3.5,3,4
2408,3.51,3,3
2409,0.08,1,0
2410,5.630000000000001,4,4
2411,0.09,1,4
2412,0.0999999999999999,1,0
2413,0.1099999999999999,1,2
2414,0.1199999999999999,1,0
2415,0.1299999999999999,1,0
2416,0.1399999999999999,1,4
2417,0.15,1,0
2418,0.16,1,4
2419,0.17,1,4
2420,0.18,1,4
2421,0.19,1,4
2422,6.41,4,2
2423,0.2,1,2
2424,0.21,1,4
2425,4.62,4,0
2426,0.22,1,4
2427,4.630000000000001,4,2
2428,5.640000000000001,4,3
2429,0.23,1,4
2430,0.24,1,0
2431,0.25,1,4
2432,2.23,3,4
2433,0.26,1,0
2434,5.65,4,0
2435,0.2700000000000001,1,0
2436,6.42,4,3
2437,0.2800000000000001,1,4
2438,0.2900000000000001,1,2
2439,0.3000000000000001,1,4
2440,0.3100000000000001,1,4
2441,0.3200000000000001,1,1
2442,0.3300000000000001,1,0
2443,0.3400000000000001,1,3
2444,6.430000000000001,4,2
2445,6.44,4,2
2446,0.3500000000000001,1,1
2447,0.3600000000000001,1,0
2448,3.5200000000000005,3,0
2449,0.3700000000000001,1,3
2450,2.24,3,0
2451,3.53,3,0
2452,1.6700000000000004,2,4
2453,2.25,3,0
2454,6.45,6,4
2455,0.3800000000000001,1,4
2456,0.3900000000000002,1,4
2457,6.46,4,3
2458,3.54,3,0
2459,0.4000000000000002,1,0
2460,1.6800000000000004,2,0
2461,0.4100000000000002,1,4
2462,0.4200000000000002,1,0
2463,0.4300000000000002,1,0
2464,0.4400000000000002,1,1
2465,1.6900000000000004,3,3
2466,0.4500000000000002,1,4
2467,0.4600000000000002,1,0
2468,1.0,2,4
2469,0.4700000000000002,1,0
2470,0.4800000000000002,1,3
2471,5.66,4,4
2472,0.4900000000000002,1,3
2473,0.5000000000000002,1,0
2474,0.5100000000000002,1,4
2475,0.5200000000000002,1,0
2476,1.01,2,3
2477,1.02,2,1
2478,0.5300000000000002,1,0
2479,0.5400000000000003,1,0
2480,0.5500000000000003,1,0
2481,0.5600000000000003,1,0
2482,4.640000000000001,3,3
2483,0.5700000000000003,1,4
2484,2.26,3,0
2485,0.5800000000000003,1,0
2486,0.5900000000000003,1,0
2487,4.65,3,2
2488,1.03,2,4
2489,2.27,3,4
2490,5.67,4,0
2491,0.6000000000000003,1,4
2492,1.04,2,4
2493,5.680000000000001,4,4
2494,4.66,4,2
2495,0.6100000000000003,1,4
2496,1.05,2,4
2497,0.6200000000000003,1,4
2498,0.6300000000000003,1,2
2499,0.6400000000000003,1,4
2500,1.06,2,1
2501,0.6500000000000004,1,1
2502,3.5500000000000003,3,1
2503,0.6600000000000004,1,4
2504,0.6700000000000004,1,4
2505,2.28,3,4
2506,0.6800000000000004,1,1
2507,2.29,3,4
2508,0.6900000000000004,1,0
2509,1.07,2,0
2510,4.67,3,3
2511,1.08,2,4
2512,0.0,1,0
2513,1.09,2,4
2514,0.01,1,4
2515,4.680000000000001,3,3
2516,0.02,1,0
2517,0.03,1,4
2518,1.1,2,4
2519,5.69,4,4
2520,0.04,1,0
2521,5.0,4,0
2522,0.05,1,4
2523,5.01,4,4
2524,0.06,1,1
2525,0.07,1,0
2526,0.08,1,1
2527,0.09,1,4
2528,0.0999999999999999,1,4
2529,2.3000000000000003,4,4
2530,3.5600000000000005,3,2
2531,1.11,2,0
2532,1.12,2,4
2533,4.69,3,0
2534,0.1099999999999999,1,0
2535,0.1199999999999999,1,1
2536,0.1299999999999999,1,0
2537,5.02,4,4
2538,0.1399999999999999,1,3
2539,4.0,4,3
2540,0.15,1,0
2541,0.16,1,0
2542,0.17,1,4
2543,0.18,1,3
2544,0.19,1,4
2545,1.13,2,4
2546,2.31,3,4
2547,2.3200000000000003,3,0
2548,0.2,1,4
2549,4.01,3,2
2550,6.470000000000001,4,0
2551,0.21,1,4
2552,3.5700000000000003,3,4
2553,0.22,1,0
2554,0.23,1,0
2555,0.24,2,0
2556,0.25,1,0
2557,0.26,1,4
2558,0.2700000000000001,1,0
2559,0.2800000000000001,1,0
2560,1.14,2,4
2561,0.2900000000000001,1,1
2562,6.48,4,2
2563,0.3000000000000001,1,4
2564,3.58,3,2
2565,0.3100000000000001,1,0
2566,0.3200000000000001,1,2
2567,6.49,4,2
2568,0.3300000000000001,1,3
2569,0.3400000000000001,1,1
2570,0.3500000000000001,1,4
2571,0.3600000000000001,1,0
2572,0.3700000000000001,1,1
2573,1.15,2,4
2574,0.3800000000000001,1,3
2575,1.16,2,2
2576,0.3900000000000002,1,3
2577,3.5900000000000003,3,4
2578,0.4000000000000002,1,4
2579,0.4100000000000002,1,0
2580,1.17,2,3
2581,6.5,4,4
2582,1.18,2,4
2583,0.4200000000000002,1,4
2584,4.02,4,0
2585,0.4300000000000002,1,4
2586,1.19,2,0
2587,2.33,4,4
2588,0.4400000000000002,1,4
2589,0.4500000000000002,1,0
2590,0.4600000000000002,1,4
2591,0.4700000000000002,1,0
2592,4.03,4,1
2593,0.4800000000000002,1,0
2594,6.51,4,3
2595,5.03,4,4
2596,0.4900000000000002,1,4
2597,0.5000000000000002,1,4
2598,0.5100000000000002,1,4
2599,1.2,2,4
2600,0.5200000000000002,1,1
2601,3.6000000000000005,3,3
2602,3.61,3,4
2603,3.62,3,0
2604,0.5300000000000002,1,3
2605,2.3400000000000003,3,3
2606,0.5400000000000003,1,4
2607,0.5500000000000003,1,4
2608,5.04,4,4
2609,6.5200000000000005,4,3
2610,1.21,2,1
2611,0.5600000000000003,1,3
2612,2.35,3,0
2613,1.22,2,0
2614,1.23,2,4
2615,0.5700000000000003,1,4
2616,0.5800000000000003,1,4
2617,0.5900000000000003,1,4
2618,5.05,4,1
2619,1.24,2,3
2620,0.6000000000000003,1,3
2621,0.6100000000000003,1,0
2622,2.3600000000000003,3,4
2623,1.25,2,0
2624,0.6200000000000003,1,4
2625,1.26,2,4
2626,0.6300000000000003,1,0
2627,0.6400000000000003,1,4
2628,0.6500000000000004,1,4
2629,1.27,2,4
2630,4.04,3,0
2631,0.6600000000000004,1,4
2632,0.6700000000000004,1,4
2633,1.28,2,1
2634,0.6800000000000004,1,4
2635,6.53,4,1
2636,5.06,4,0
2637,0.6900000000000004,1,3
2638,2.37,3,4
2639,0.0,1,3
2640,0.01,1,4
2641,0.02,1,1
2642,0.03,1,0
2643,1.29,2,0
2644,0.04,1,4
2645,0.05,1,0
2646,0.06,1,4
2647,0.07,1,4
2648,0.08,1,4
2649,1.3,2,0
2650,1.31,2,4
2651,5.07,3,0
2652,5.08,4,4
2653,2.3800000000000003,3,4
2654,4.05,4,3
2655,0.09,1,4
2656,2.39,3,0
2657,0.0999999999999999,1,0
2658,2.4000000000000004,3,0
2659,0.1099999999999999,1,1
2660,0.1199999999999999,1,4
2661,0.1299999999999999,1,0
2662,0.1399999999999999,1,2
2663,5.09,4,0
2664,1.32,3,4
2665,0.15,1,0
2666,2.41,3,4
2667,1.33,2,1
2668,2.4200000000000004,3,2
2669,1.34,2,0
2670,0.16,1,4
2671,0.17,1,4
2672,6.54,6,2
2673,0.18,1,0
2674,6.550000000000001,4,3
2675,3.63,3,2
2676,1.35,2,4
2677,0.19,1,0
2678,1.36,2,2
2679,5.1,4,4
2680,0.2,1,0
2681,0.21,1,0
2682,0.22,1,1
2683,0.23,1,4
2684,6.5600000000000005,4,2
2685,1.37,2,0
2686,0.24,1,0
2687,5.11,4,0
2688,0.25,1,1
2689,1.38,3,4
2690,0.26,1,2
2691,0.2700000000000001,1,0
2692,5.12,4,4
2693,0.2800000000000001,1,4
2694,0.2900000000000001,1,4
2695,0.3000000000000001,1,4
2696,0.3100000000000001,1,4
2697,5.13,4,4
2698,0.3200000000000001,1,1
2699,0.3300000000000001,1,0
2700,1.39,2,1
2701,1.4,3,1
2702,1.41,2,3
2703,6.57,4,1
2704,2.43,3,0
2705,0.3400000000000001,1,4
2706,0.3500000000000001,1,0
2707,0.3600000000000001,1,4
2708,0.3700000000000001,1,0
2709,5.14,4,1
2710,0.3800000000000001,1,0
2711,0.3900000000000002,1,4
2712,0.4000000000000002,1,4
2713,1.4200000000000002,2,0
2714,4.06,4,3
2715,2.4400000000000004,3,0
2716,0.4100000000000002,1,3
2717,0.4200000000000002,1,0
2718,0.4300000000000002,1,4
2719,0.4400000000000002,1,4
2720,5.15,4,4
2721,0.4500000000000002,1,4
2722,0.4600000000000002,1,0
2723,1.4300000000000002,2,4
2724,0.4700000000000002,1,1
2725,0.4800000000000002,1,0
2726,0.4900000000000002,1,3
2727,0.5000000000000002,1,2
2728,4.07,4,3
2729,0.5100000000000002,1,3
2730,0.5200000000000002,1,4
2731,3.640000000000001,3,0
2732,1.4400000000000002,2,4
2733,0.5300000000000002,1,1
2734,0.5400000000000003,1,4
2735,0.5500000000000003,1,1
2736,0.5600000000000003,1,4
2737,2.45,3,0
2738,1.4500000000000002,2,4
2739,5.16,4,0
2740,5.17,4,4
2741,0.5700000000000003,1,0
2742,0.5800000000000003,1,4
2743,4.08,4,2
2744,1.4600000000000002,2,4
2745,2.4600000000000004,3,1
2746,0.5900000000000003,1,0
2747,2.47,3,4
2748,0.6000000000000003,1,4
2749,2.4800000000000004,3,3
2750,5.18,4,2
2751,1.4700000000000002,2,0
2752,0.6100000000000003,1,4
2753,0.6200000000000003,1,1
2754,3.65,3,0
2755,3.66,3,2
2756,4.09,3,2
2757,0.6300000000000003,1,4
2758,0.6400000000000003,1,0
2759,0.6500000000000004,1,1
2760,0.6600000000000004,1,4
2761,0.6700000000000004,1,0
2762,2.49,3,4
2763,1.4800000000000002,2,3
2764,0.6800000000000004,1,0
2765,0.6900000000000004,1,0
2766,6.58,4,3
2767,0.0,1,0
2768,5.19,4,2
2769,0.01,1,0
2770,0.02,1,0
2771,1.4900000000000002,3,4
2772,0.03,1,4
2773,0.04,1,4
2774,0.05,1,4
2775,0.06,1,0
2776,0.07,1,2
2777,0.08,1,4
2778,0.09,1,2
2779,1.5000000000000002,2,3
2780,0.0999999999999999,1,4
2781,0.1099999999999999,1,1
2782,0.1199999999999999,1,1
2783,0.1299999999999999,1,4
2784,0.1399999999999999,1,0
2785,0.15,1,4
2786,0.16,1,0
2787,0.17,1,4
2788,0.18,1,4
2789,3.67,3,0
2790,1.5100000000000002,2,0
2791,0.19,1,4
2792,5.2,4,1
2793,0.2,1,3
2794,0.21,1,0
2795,0.22,1,4
2796,3.6800000000000006,3,1
2797,0.23,1,1
2798,0.24,1,4
2799,0.25,1,4
2800,1.5200000000000002,2,3
2801,0.26,1,4
2802,1.5300000000000002,2,0
2803,2.5,3,0
2804,0.2700000000000001,1,0
2805,5.21,4,2
2806,4.1,3,2
2807,0.2800000000000001,1,0
2808,0.2900000000000001,1,4
2809,4.11,3,0
2810,0.3000000000000001,1,4
2811,0.3100000000000001,1,0
2812,4.12,3,4
2813,0.3200000000000001,1,4
2814,0.3300000000000001,1,0
2815,0.3400000000000001,1,3
2816,0.3500000000000001,1,4
2817,1.5400000000000005,2,4
2818,0.3600000000000001,1,2
2819,3.69,4,4
2820,1.5500000000000005,2,4
2821,2.51,3,3
2822,1.5600000000000005,2,4
2823,1.5700000000000005,2,3
2824,0.3700000000000001,1,4
2825,1.5800000000000003,2,0
2826,3.0,3,4
2827,0.3800000000000001,1,0
2828,0.3900000000000002,1,4
2829,0.4000000000000002,1,4
2830,6.59,4,2
2831,0.4100000000000002,1,4
2832,3.01,3,1
2833,3.02,2,1
2834,0.4200000000000002,1,0
2835,0.4300000000000002,1,0
2836,2.5200000000000005,3,0
2837,0.4400000000000002,1,1
2838,1.5900000000000003,2,1
2839,0.4500000000000002,1,4
2840,0.4600000000000002,1,0
2841,3.03,3,0
2842,0.4700000000000002,1,3
2843,0.4800000000000002,1,3
2844,0.4900000000000002,1,4
2845,0.5000000000000002,1,4
2846,1.6000000000000003,3,0
2847,0.5100000000000002,1,3
2848,3.04,3,4
2849,0.5200000000000002,1,4
2850,0.5300000000000002,1,1
2851,0.5400000000000003,1,4
2852,0.5500000000000003,1,0
2853,0.5600000000000003,1,4
2854,3.05,3,4
2855,4.13,4,4
2856,3.06,3,0
2857,6.6000000000000005,4,3
2858,0.5700000000000003,1,4
2859,0.5800000000000003,1,3
2860,0.5900000000000003,1,0
2861,0.6000000000000003,1,4
2862,1.6100000000000003,3,4
2863,0.6100000000000003,1,0
2864,0.6200000000000003,1,4
2865,5.22,4,0
2866,0.6300000000000003,1,0
2867,0.6400000000000003,1,4
2868,6.61,4,4
2869,0.6500000000000004,1,0
2870,1.6200000000000003,2,3
2871,0.6600000000000004,1,0
2872,0.6700000000000004,1,0
2873,0.6800000000000004,1,4
2874,2.53,3,4
2875,2.54,3,4
2876,2.5500000000000003,3,4
2877,0.6900000000000004,1,4
2878,5.23,4,3
2879,0.0,1,0
2880,0.01,1,4
2881,0.02,1,1
2882,0.03,1,1
2883,3.07,3,2
2884,3.08,4,4
2885,2.5600000000000005,3,0
2886,6.62,4,1
2887,0.04,1,0
2888,1.6300000000000003,2,4
2889,1.6400000000000003,3,0
2890,0.05,1,4
2891,0.06,1,2
2892,5.24,4,3
2893,1.6500000000000004,2,1
2894,0.07,1,0
2895,3.09,3,3
2896,2.5700000000000003,3,0
2897,1.6600000000000004,2,0
2898,5.25,4,4
2899,0.08,1,0
2900,0.09,1,1
2901,5.26,4,0
2902,0.0999999999999999,1,4
2903,3.1,3,3
2904,0.1099999999999999,1,1
2905,0.1199999999999999,1,4
2906,0.1299999999999999,1,1
2907,0.1399999999999999,1,4
2908,6.630000000000001,4,2
2909,5.2700000000000005,4,0
2910,0.15,1,1
2911,2.58,3,3
2912,0.16,1,0
2913,0.17,1,3
2914,4.14,3,3
2915,4.15,3,3
2916,0.18,1,0
2917,4.16,4,3
2918,6.640000000000001,4,2
2919,0.19,1,1
2920,0.2,1,0
2921,0.21,1,4
2922,2.5900000000000003,3,4
2923,3.11,3,3
2924,1.6700000000000004,2,1
2925,0.22,1,1
2926,0.23,1,4
2927,4.17,4,4
2928,0.24,1,4
2929,0.25,1,0
2930,4.18,3,2
2931,0.26,1,4
2932,3.12,3,1
2933,0.2700000000000001,1,4
2934,0.2800000000000001,1,2
2935,0.2900000000000001,1,4
2936,3.13,3,0
2937,1.6800000000000004,2,4
2938,0.3000000000000001,1,0
2939,0.3100000000000001,1,0
2940,0.3200000000000001,1,4
2941,1.6900000000000004,2,0
2942,2.6000000000000005,3,0
2943,1.0,2,0
2944,5.28,4,1
2945,0.3300000000000001,1,4
2946,0.3400000000000001,1,4
2947,0.3500000000000001,1,4
2948,5.29,4,2
2949,3.14,4,1
2950,2.6100000000000003,3,0
2951,6.65,4,4
2952,0.3600000000000001,1,4
2953,0.3700000000000001,1,4
2954,3.15,3,4
2955,1.01,2,0
2956,0.3800000000000001,1,0
2957,5.3,4,4
2958,0.3900000000000002,1,0
2959,1.02,3,4
2960,0.4000000000000002,1,4
2961,0.4100000000000002,1,4
2962,0.4200000000000002,1,4
2963,2.62,3,3
2964,2.6300000000000003,3,4
2965,2.640000000000001,3,0
2966,2.6500000000000004,3,4
2967,1.03,3,1
2968,2.66,3,0
2969,5.3100000000000005,4,0
2970,0.4300000000000002,1,0
2971,2.6700000000000004,3,4
2972,0.4400000000000002,1,4
2973,1.04,2,0
2974,0.4500000000000002,1,0
2975,0.4600000000000002,1,4
2976,1.05,2,4
2977,0.4700000000000002,1,4
2978,0.4800000000000002,1,0
2979,0.4900000000000002,1,4
2980,1.06,2,4
2981,3.16,3,2
2982,1.07,2,4
2983,0.5000000000000002,1,1
2984,0.5100000000000002,1,4
2985,1.08,2,1
2986,0.5200000000000002,1,3
2987,0.5300000000000002,1,3
2988,0.5400000000000003,1,4
2989,0.5500000000000003,1,0
2990,5.32,4,3
2991,2.6800000000000006,3,0
2992,0.5600000000000003,1,0
2993,2.6900000000000004,4,4
2994,0.5700000000000003,1,4
2995,0.5800000000000003,1,4
2996,2.0,3,4
2997,0.5900000000000003,1,4
2998,0.6000000000000003,1,4
2999,4.19,4,4
3000,0.6100000000000003,1,0
3001,1.09,2,3
3002,0.6200000000000003,1,4
3003,0.6300000000000003,1,4
3004,1.1,2,3
3005,0.6400000000000003,1,2
3006,3.17,4,4
3007,6.66,4,0
3008,0.6500000000000004,1,2
3009,1.11,2,1
3010,0.6600000000000004,1,4
3011,1.12,2,0
3012,1.13,2,3
3013,6.67,6,1
3014,1.14,2,4
3015,0.6700000000000004,1,4
3016,0.6800000000000004,1,1
3017,0.6900000000000004,1,3
3018,0.0,1,4
3019,2.01,3,4
3020,1.15,2,3
3021,1.16,2,3
3022,0.01,1,4
3023,0.02,1,4
3024,2.02,3,4
3025,0.03,1,4
3026,1.17,2,0
3027,4.2,3,3
3028,0.04,1,4
3029,3.18,3,4
3030,0.05,1,4
3031,0.06,1,4
3032,0.07,1,4
3033,0.08,1,4
3034,0.09,1,4
3035,0.0999999999999999,1,0
3036,0.1099999999999999,1,1
3037,5.33,4,3
3038,0.1199999999999999,1,1
3039,1.18,2,4
3040,4.21,3,3
3041,4.22,3,2
3042,0.1299999999999999,1,4
3043,0.1399999999999999,1,4
3044,0.15,1,0
3045,0.16,1,0
3046,2.03,3,4
3047,1.19,2,0
3048,1.2,2,0
3049,0.17,1,0
3050,4.23,4,1
3051,6.680000000000001,4,2
3052,5.34,4,4
3053,0.18,1,4
3054,2.04,4,0
3055,3.19,3,4
3056,3.2,3,1
3057,1.21,2,0
3058,3.21,3,0
3059,1.22,2,4
3060,0.19,1,1
3061,2.05,3,0
3062,0.2,1,4
3063,0.21,1,4
3064,1.23,2,1
3065,0.22,1,4
3066,5.3500000000000005,4,4
3067,0.23,1,0
3068,1.24,2,3
3069,0.24,1,4
3070,2.06,3,1
3071,0.25,1,0
3072,1.25,2,4
3073,0.26,1,4
3074,5.36,4,4
3075,0.2700000000000001,1,4
3076,2.07,3,0
3077,2.08,3,4
3078,4.24,3,3
3079,0.2800000000000001,1,0
3080,0.2900000000000001,1,4
3081,0.3000000000000001,1,4
3082,6.69,4,1
3083,1.26,2,4
3084,2.09,3,4
3085,0.3100000000000001,1,0
3086,0.3200000000000001,1,4
3087,1.27,2,3
3088,0.3300000000000001,1,0
3089,0.3400000000000001,1,4
3090,0.3500000000000001,1,0
3091,0.3600000000000001,1,0
3092,2.1,3,0
3093,5.37,4,4
3094,1.28,2,0
3095,0.3700000000000001,1,4
3096,0.3800000000000001,1,3
3097,3.22,4,0
3098,1.29,2,4
3099,0.3900000000000002,1,0
3100,4.25,3,3
3101,0.4000000000000002,1,2
3102,0.4100000000000002,1,4
3103,0.4200000000000002,1,0
3104,4.26,3,3
3105,0.4300000000000002,1,4
3106,3.23,3,4
3107,0.4400000000000002,1,0
3108,6.0,4,2
3109,0.4500000000000002,1,4
3110,0.4600000000000002,1,2
3111,1.3,2,4
3112,5.38,4,0
3113,0.4700000000000002,1,0
3114,4.2700000000000005,4,0
3115,0.4800000000000002,1,4
3116,0.4900000000000002,1,4
3117,0.5000000000000002,1,4
3118,5.390000000000001,4,4
3119,5.4,4,3
3120,0.5100000000000002,1,0
3121,6.01,3,3
3122,0.5200000000000002,1,4
3123,0.5300000000000002,1,0
3124,0.5400000000000003,1,1
3125,4.28,3,4
3126,1.31,2,0
3127,1.32,2,0
3128,0.5500000000000003,1,4
3129,0.5600000000000003,1,0
3130,0.5700000000000003,1,4
3131,0.5800000000000003,1,4
3132,1.33,2,3
3133,2.11,3,4
3134,0.5900000000000003,1,4
3135,4.29,3,0
3136,0.6000000000000003,1,0
3137,1.34,2,4
3138,0.6100000000000003,1,4
3139,0.6200000000000003,1,4
3140,0.6300000000000003,1,0
3141,0.6400000000000003,1,0
3142,3.24,3,0
3143,0.6500000000000004,1,3
3144,0.6600000000000004,1,4
3145,0.6700000000000004,1,0
3146,0.6800000000000004,1,0
3147,6.02,4,1
3148,5.41,4,4
3149,1.35,2,3
3150,1.36,2,3
3151,1.37,2,4
3152,0.6900000000000004,1,4
3153,0.0,1,4
3154,0.01,1,3
3155,4.3,4,3
3156,0.02,1,4
3157,6.03,4,2
3158,0.03,1,3
3159,0.04,1,4
3160,3.25,3,4
3161,0.05,1,4
3162,0.06,1,4
3163,0.07,1,3
3164,0.08,1,4
3165,0.09,1,4
3166,0.0999999999999999,1,4
3167,0.1099999999999999,1,0
3168,4.3100000000000005,3,2
3169,0.1199999999999999,1,4
3170,0.1299999999999999,1,0
3171,1.38,2,4
3172,0.1399999999999999,1,4
3173,0.15,1,0
3174,0.16,1,1
3175,0.17,1,2
3176,0.18,1,3
3177,0.19,1,0
3178,1.39,2,3
3179,1.4,2,0
3180,2.12,3,0
3181,3.26,3,3
3182,0.2,1,4
3183,2.13,3,4
3184,0.21,1,3
3185,2.14,2,4
3186,0.22,1,0
3187,0.23,1,1
3188,0.24,1,4
3189,0.25,1,0
3190,2.15,3,0
3191,2.16,3,1
3192,3.27,3,0
3193,0.26,1,2
3194,1.41,2,0
3195,4.32,3,1
3196,0.2700000000000001,1,4
3197,3.28,3,4
3198,1.4200000000000002,2,1
3199,4.33,3,3
3200,4.34,3,0
3201,0.2800000000000001,1,4
3202,0.2900000000000001,1,4
3203,5.42,4,2
3204,0.3000000000000001,1,4
3205,6.04,4,4
3206,0.3100000000000001,1,4
3207,0.3200000000000001,1,4
3208,0.3300000000000001,1,4
3209,3.29,3,4
3210,0.3400000000000001,1,3
3211,0.3500000000000001,1,0
3212,2.17,3,1
3213,2.18,4,1
3214,0.3600000000000001,1,0
3215,0.3700000000000001,1,0
3216,0.3800000000000001,1,3
3217,0.3900000000000002,1,4
3218,4.3500000000000005,4,2
3219,1.4300000000000002,2,4
3220,0.4000000000000002,1,4
3221,5.430000000000001,4,0
3222,1.4400000000000002,2,0
3223,2.19,3,4
3224,4.36,3,4
3225,3.3000000000000003,3,4
3226,0.4100000000000002,1,1
3227,0.4200000000000002,1,0
3228,3.31,3,4
3229,3.3200000000000003,4,4
3230,0.4300000000000002,1,4
3231,0.4400000000000002,1,4
3232,0.4500000000000002,1,0
3233,0.4600000000000002,1,0
3234,1.4500000000000002,2,4
3235,1.4600000000000002,2,3
3236,0.4700000000000002,1,1
3237,0.4800000000000002,1,4
3238,0.4900000000000002,1,4
3239,1.4700000000000002,2,0
3240,2.2,3,0
3241,6.05,5,3
3242,2.21,3,3
3243,0.5000000000000002,1,0
3244,0.5100000000000002,1,4
3245,1.4800000000000002,2,3
3246,0.5200000000000002,1,1
3247,0.5300000000000002,1,0
3248,1.4900000000000002,2,4
3249,0.5400000000000003,1,4
3250,0.5500000000000003,1,4
3251,0.5600000000000003,1,4
3252,4.37,3,3
3253,1.5000000000000002,2,1
3254,0.5700000000000003,1,2
3255,0.5800000000000003,1,0
3256,1.5100000000000002,2,1
3257,1.5200000000000002,2,4
3258,0.5900000000000003,1,1
3259,0.6000000000000003,1,1
3260,3.33,3,4
3261,0.6100000000000003,1,1
3262,0.6200000000000003,1,0
3263,1.5300000000000002,2,1
3264,0.6300000000000003,1,0
3265,0.6400000000000003,1,4
3266,0.6500000000000004,1,0
3267,0.6600000000000004,1,1
3268,6.06,4,3
3269,0.6700000000000004,1,4
3270,0.6800000000000004,1,4
3271,0.6900000000000004,1,3
3272,0.0,1,4
3273,6.07,4,3
3274,4.38,3,4
3275,0.01,1,4
3276,0.02,1,3
3277,3.3400000000000003,4,4
3278,0.03,1,1
3279,3.35,3,4
3280,3.3600000000000003,3,4
3281,0.04,1,4
3282,0.05,1,1
3283,1.5400000000000005,2,0
3284,4.390000000000001,3,1
3285,0.06,1,3
3286,5.44,4,4
3287,6.08,4,1
3288,0.07,1,0
3289,6.09,4,3
3290,0.08,1,1
3291,0.09,1,4
3292,2.22,3,4
3293,0.0999999999999999,1,3
3294,4.4,3,2
3295,0.1099999999999999,1,4
3296,2.23,3,4
3297,0.1199999999999999,1,4
3298,0.1299999999999999,1,0
3299,0.1399999999999999,1,0
3300,0.15,1,2
3301,0.16,1,4
3302,2.24,3,4
3303,0.17,1,0
3304,0.18,1,3
3305,3.37,3,0
3306,6.1,4,2
3307,0.19,1,4
3308,0.2,1,0
3309,2.25,3,2
3310,1.5500000000000005,2,2
3311,1.5600000000000005,2,4
3312,1.5700000000000005,2,0
3313,2.26,4,2
3314,0.21,1,4
3315,3.3800000000000003,3,4
3316,0.22,1,0
3317,3.39,3,2
3318,0.23,1,0
3319,0.24,1,4
3320,0.25,1,0
3321,0.26,1,0
3322,0.2700000000000001,1,2
3323,5.45,4,4
3324,0.2800000000000001,1,4
3325,1.5800000000000003,2,4
3326,3.4000000000000004,4,4
3327,0.2900000000000001,1,1
3328,5.46,4,4
3329,0.3000000000000001,1,4
3330,0.3100000000000001,1,0
3331,0.3200000000000001,1,1
3332,0.3300000000000001,1,4
3333,0.3400000000000001,1,0
3334,0.3500000000000001,1,4
3335,2.27,3,4
3336,0.3600000000000001,1,1
3337,2.28,3,2
3338,1.5900000000000003,2,2
3339,0.3700000000000001,1,1
3340,5.470000000000001,4,1
3341,0.3800000000000001,1,0
3342,0.3900000000000002,1,4
3343,1.6000000000000003,2,4
3344,0.4000000000000002,1,4
3345,0.4100000000000002,1,3
3346,1.6100000000000003,2,0
3347,1.6200000000000003,2,4
3348,1.6300000000000003,2,4
3349,0.4200000000000002,1,4
3350,3.41,3,3
3351,0.4300000000000002,1,3
3352,1.6400000000000003,1,4
3353,4.41,4,3
3354,6.11,4,2
3355,3.4200000000000004,3,0
3356,0.4400000000000002,1,4
3357,0.4500000000000002,1,4
3358,0.4600000000000002,1,3
3359,2.29,3,0
3360,0.4700000000000002,1,4
3361,4.42,3,3
3362,0.4800000000000002,1,0
3363,6.12,4,2
3364,1.6500000000000004,2,1
3365,4.430000000000001,4,3
3366,4.44,3,2
3367,1.6600000000000004,2,4
3368,1.6700000000000004,2,3
3369,1.6800000000000004,2,3
3370,3.43,3,4
3371,1.6900000000000004,2,0
3372,6.13,4,2
3373,0.4900000000000002,1,0
3374,0.5000000000000002,1,4
3375,2.3000000000000003,3,4
3376,0.5100000000000002,1,3
3377,5.48,4,4
3378,0.5200000000000002,1,0
3379,0.5300000000000002,1,0
3380,0.5400000000000003,1,0
3381,2.31,3,2
3382,5.49,4,4
3383,3.4400000000000004,3,0
3384,4.45,4,2
3385,0.5500000000000003,1,4
3386,5.5,4,0
3387,0.5600000000000003,1,4
3388,4.46,3,2
3389,0.5700000000000003,1,0
3390,0.5800000000000003,1,0
3391,4.470000000000001,3,1
3392,0.5900000000000003,1,4
3393,2.3200000000000003,3,2
3394,0.6000000000000003,1,2
3395,5.51,4,0
3396,5.5200000000000005,4,4
3397,4.48,3,2
3398,5.53,4,3
3399,0.6100000000000003,1,4
3400,0.6200000000000003,1,0
3401,5.54,4,4
3402,0.6300000000000003,1,0
3403,0.6400000000000003,1,4
3404,1.0,2,1
3405,1.01,2,2
3406,0.6500000000000004,1,4
3407,4.49,3,3
3408,1.02,2,4
3409,0.6600000000000004,1,0
3410,0.6700000000000004,1,4
